window,alpha,folds,mse
2,0.9816753173311735,64,4.1109446145481545
2,0.9816753173311735,64,4.1109446145481545
2,0.9816753173311735,64,4.1109446145481545
2,0.9816753173311735,64,4.1109446145481545
2,0.9816753173311735,64,4.1109446145481545
2,0.9816753173311735,64,4.1109446145481545
2,0.9816753173311735,64,4.1109446145481545
2,0.9816753173311735,64,4.1109446145481545
2,0.2869665822228788,64,4.110944863022201
2,0.2869665822228788,64,4.110944863022201
2,0.2869665822228788,64,4.110944863022201
2,0.2869665822228788,64,4.110944863022201
2,0.2869665822228788,64,4.110944863022201
2,0.2869665822228788,64,4.110944863022201
2,0.26897931020215227,64,4.110948580686384
2,0.26897931020215227,64,4.110948580686384
2,0.26897931020215227,64,4.110948580686384
2,0.26897931020215227,64,4.110948580686384
2,0.26897931020215227,64,4.110948580686384
2,0.26897931020215227,64,4.110948580686384
2,0.26897931020215227,64,4.110948580686384
2,1.0473222288188955,64,4.110950328910061
2,1.0473222288188955,64,4.110950328910061
2,1.0473222288188955,64,4.110950328910061
2,1.0473222288188955,64,4.110950328910061
2,1.0473222288188955,64,4.110950328910061
2,1.0473222288188955,64,4.110950328910061
2,1.0473222288188955,64,4.110950328910061
2,1.0473222288188955,64,4.110950328910061
2,1.0473222288188955,64,4.110950328910061
2,1.0473222288188955,64,4.110950328910061
2,0.25211949334446737,64,4.110952452483739
2,0.25211949334446737,64,4.110952452483739
2,0.25211949334446737,64,4.110952452483739
2,0.25211949334446737,64,4.110952452483739
2,0.25211949334446737,64,4.110952452483739
2,0.25211949334446737,64,4.110952452483739
2,0.25211949334446737,64,4.110952452483739
2,0.23631646194831477,64,4.11095645088611
2,0.23631646194831477,64,4.11095645088611
2,0.23631646194831477,64,4.11095645088611
2,0.23631646194831477,64,4.11095645088611
2,1.1173591019485078,64,4.110956760941351
2,1.1173591019485078,64,4.110956760941351
2,1.1173591019485078,64,4.110956760941351
2,1.1173591019485078,64,4.110956760941351
2,0.22150397593996615,64,4.110960549710592
2,0.22150397593996615,64,4.110960549710592
2,0.22150397593996615,64,4.110960549710592
2,0.22150397593996615,64,4.110960549710592
